realm,process,prosub,sub,V,english_words,dutch_words
Being,Existential,Existential,Existential,doe make,N/A,N/A
Being,Existential,Existential,Existential,doe need,N/A,N/A
Being,Existential,Existential,Existential,goe on,N/A,N/A
Being,Existential,Existential,Existential,disappear in,N/A,N/A
Being,Existential,Existential,Existential,endur,endurably | endurant | endures | endurent | endurings | enduring | endurer | enduration | endurancy | endurability | endure | endurable | endured | endureing | endurated | endurers | endurement | endurence | endurants | endurableness | endurables | endurance,duurzaam | enduran | verdraagt | durent | blijvenden | blijvend | purser | duur | duurzaamheid | duurzaamheid | volhouden | duurzaam | verdragen | volharden | geëstureerd | verduurders | verduring | verdraagzaamheid | enduranen | duurzaamheid | duurzame producten | uithoudingsvermogen
Being,Existential,Existential,Existential,exist,exist,bestaan
Being,Existential,Existential,Existential,exist befor,N/A,N/A
Being,Existential,Existential,Existential,exist beyond,N/A,N/A
Being,Existential,Existential,Existential,exist for ,N/A,N/A
Being,Existential,Existential,Existential,exist in,N/A,N/A
Being,Existential,Existential,Existential,came contrast with,N/A,N/A
Being,Existential,Existential,Existential,can be,N/A,N/A
Being,Existential,Existential,Existential,grew,grewing | grewe | grewed | grews,groeide | growne | groeide | groeit
Being,Existential,Existential,Existential,grew into,N/A,N/A
Being,Existential,Existential,Existential,grow,growes | grows | growing | groweing | growe | growed,groeit | groeit | groei | groeien | groeien | gekweekt
Being,Existential,Existential,Existential,grow in,N/A,N/A
Being,Existential,Existential,Existential,grown,growns | growne | grownness | growned | growning,gekweekt | gekweekt | groei | gekweekt | gekweekt
Being,Existential,Existential,Existential,has end for,N/A,N/A
Being,Existential,Existential,Existential,has chang after,N/A,N/A
Being,Existential,Existential,Existential,have end,N/A,N/A
Being,Existential,Existential,Existential,keep come,N/A,N/A
Being,Existential,Existential,Existential,last for,N/A,N/A
Being,Existential,Existential,Existential,impos,imposers | impositi | imposibilities | imposibility | imposants | imposant | imposes | imposables | imposibles | imposer | imposability | imposeing | imposable | imposement | imposed | imposion | impose | imposeible | impositis | imposing | imposent | imposings | imposible,opleggingen | impositi | onmogelijkheden | onhaalbaarheid | imposanten | bedrieger | opgelegd | imposibles | imposibles | oplegging | onpasbaarheid | opleggen | imposible | oplegging | opgelegd | imposie | opleggen | afdwingbaar | impsitis | tot instelling | implement | implements | onhaalbaar
Being,Existential,Existential,Existential,imposed on,N/A,N/A
Being,Existential,Existential,Existential,move on,N/A,N/A
Being,Existential,Existential,Existential,start from,N/A,N/A
Being,Existential,Existential,Existential,this is,N/A,N/A
Being,Existential,Existential,Existential,this was,N/A,N/A
Being,Existential,Existential,Existential,there are,N/A,N/A
Being,Existential,Existential,Existential,there is,N/A,N/A
Being,Existential,Existential,Existential,there was,N/A,N/A
Being,Existential,Existential,Existential,there were,N/A,N/A
Being,Existential,Existential,Existential,has turn into,N/A,N/A
Being,Existential,Existential,Existential,has undergon,N/A,N/A
Being,Existential,Existential,Existential,were establish,N/A,N/A
Being,Relational,Relational,Intensive,abid by,N/A,N/A
Being,Relational,Relational,Intensive,am,am,am
Being,Relational,Relational,Intensive,am go to be,N/A,N/A
Being,Relational,Relational,Intensive,are,arees | areli | arelis | aree | areeds | areed | areful | areds | ared | arely | areness | arefully,aren | areli | amfibieën | ree | beeds | beëd | zijn vol | aren | ard | arely | beness | fully
Being,Relational,Relational,Intensive,are as,N/A,N/A
Being,Relational,Relational,Intensive,are from,N/A,N/A
Being,Relational,Relational,Intensive,are against,N/A,N/A
Being,Relational,Relational,Intensive,are of,N/A,N/A
Being,Relational,Relational,Intensive,have arriv via,N/A,N/A
Being,Relational,Relational,Intensive,aris,arised | ariseing | arisal | ariser | arises | arisement | arise | arising | arisings | arisation,opgestaan | rijzend | arisaal | racer | zich voordoet | opkomst | opstaan | ontstaan | ontstaan | arisatie
Being,Relational,Relational,Intensive,be,be,be
Being,Relational,Relational,Intensive,be as,N/A,N/A
Being,Relational,Relational,Intensive,becam,becams | becames | becaming | becamed | became,becams | words | becaming | werd | werd
Being,Relational,Relational,Intensive,becom,becomming | becomes | becomeness | becomeing | becomed | becoming | becomers | becommed | becoms | becomer | become | becomings,Aanbevelen | wordt | veranderlijkheid | worden | ingeteld | steeds | behagers | aanbevolen | becoms | becomer | worden | becomings
Being,Relational,Relational,Intensive,become,becomee,worden
Being,Relational,Relational,Intensive,becom flode,N/A,N/A
Being,Relational,Relational,Intensive,becom of,N/A,N/A
Being,Relational,Relational,Intensive,becom person,N/A,N/A
Being,Relational,Relational,Intensive,been,beenness | beene | beenes | beenfully | beens | beening,beness | bee | bees | fully | geweest | beening
Being,Relational,Relational,Intensive,brought about,N/A,N/A
Being,Relational,Relational,Intensive,coexist,coexist,naast elkaar
Being,Relational,Relational,Intensive,came at,N/A,N/A
Being,Relational,Relational,Intensive,came into,N/A,N/A
Being,Relational,Relational,Intensive,came out,N/A,N/A
Being,Relational,Relational,Intensive,circul,circulating | circuler | circulants | circulal | circulates | circulant | circulative | circulent | circulational | circulators | circulator | circulate | circuled | circuls | circulability | circulation | circuling | circulated | circules | circulable | circule,circulerend | circuleer | circulanten | circulaal | circuleert | circulant | circulatief | circulent | circulatie | circulatiepompen | bloedsomloop | circuleren | omcirkeld | circuls | circuleerbaarheid | circulatie | circuleren | verspreid | circules | circuleerbaar | cirkel
Being,Relational,Relational,Intensive,come across,N/A,N/A
Being,Relational,Relational,Intensive,come and go,N/A,N/A
Being,Relational,Relational,Intensive,come from,N/A,N/A
Being,Relational,Relational,Intensive,come on,N/A,N/A
Being,Relational,Relational,Intensive,come into play,N/A,N/A
Being,Relational,Relational,Intensive,could be like,N/A,N/A
Being,Relational,Relational,Intensive,continu,continue | continuous | continuers | continuement | continually | continuating | continus | continuely | continuation | continuators | continuality | continuity | continuative | continuents | continuency | continuator | continueance | continueds | continuously | continued | continuatively | continuancy | continuated | continuent | continuousness | continualness | continuant | continuates | continuable | continualism | continuer | continuability | continuence | continuing | continuou | continueing | continuational | continuate | continues | continuings | continuism | continual | continuiti | continueously | continument | continueous | continuance,doorgaan | continu | continuators | voortzetting | continu | continueren | continu | continu | voortzetting | continuatoren | continuiteit | continuïteit | continuerend | continuerende stoffen | continuering | continuator | Continuïteit | vervolgt | continu | voortgezet | continuerend | continuering | continu | continueren | continuheid | continuiteit | continuant | continueert | continuable | continuisme | continuator | continueerbaarheid | continuatie | doorgaan | continuou | Doorgaan | continuatie | continueren | vervolgt | continueert | continuisme | continu | continuiti | continu | continuering | continu | Voortzetting
Being,Relational,Relational,Intensive,continu do,N/A,N/A
Being,Relational,Relational,Intensive,continu in get,N/A,N/A
Being,Relational,Relational,Intensive,continu live,N/A,N/A
Being,Relational,Relational,Intensive,continu on,N/A,N/A
Being,Relational,Relational,Intensive,continu overthrow,N/A,N/A
Being,Relational,Relational,Intensive,ccontinu tri,N/A,N/A
Being,Relational,Relational,Intensive,continu with,N/A,N/A
Being,Relational,Relational,Intensive,continu fight and be,N/A,N/A
Being,Relational,Relational,Intensive,has gone through,N/A,N/A
Being,Relational,Relational,Intensive,consist of,N/A,N/A
Being,Relational,Relational,Intensive,correspond,correspondings | correspondencies | correspondes | correspondding | correspondeant | correspondently | corresponds | correspondance | corresponde | correspondant | corresponded | correspondent | correspondency | correspondence | correspondances | correspondants | corresponding | corresponders | corresponder,correspondeert | correspondanten | correspondeert | corresponderen | corresponderend | correspondenten | correspondeert | overeenstemming | corresponderen | overeenstemmend | correspondeert | correspondent | correspondantie | correspondentie | corresponderen | corresponders | overeenstemmend | corresponders | corresponder
Being,Relational,Relational,Intensive,embed,embedment | embeddings | embedments | embede | embeded | embeding | embedded | embedding | embedability,embedment | inbeddingen | inbedingen | embede | ingebed | inbedden | ingebed | inbedding | inbedbaarheid
Being,Relational,Relational,Intensive,intensifi,intensifiable | intensifies | intensifier | intensifient | intensifiant | intensifie | intensified | intensify | intensifying,intensifieerbaar | intensiveert | intensifier | intensifient | intensifiant | intensifie | geïntensiveerd | intensiveren | intensiveren
Being,Relational,Relational,Intensive,is,is,is
Being,Relational,Relational,Intensive,is for,N/A,N/A
Being,Relational,Relational,Intensive,is made up,N/A,N/A
Being,Relational,Relational,Intensive,licens for,N/A,N/A
Being,Relational,Relational,Intensive,like as,N/A,N/A
Being,Relational,Relational,Intensive,like befor,N/A,N/A
Being,Relational,Relational,Intensive,like in,N/A,N/A
Being,Relational,Relational,Intensive,like of,N/A,N/A
Being,Relational,Relational,Intensive,run on,N/A,N/A
Being,Relational,Relational,Intensive,turn into,N/A,N/A
Being,Relational,Relational,Intensive,visit,visitting | visitable | visited | visitation | visitated | visition | visitou | visiter | visiteing | visitational | visiters | visitators | visitability | visitating | visitant | visite | visitted | visitate | visitions | visiting | visitator | visitent | visites,bezoek | bezoekbaar | bezocht | bezoek | bezocht | bezoek | bezoekje | bezoeker | bezoek | bezoek | bezoekers | bezoekers | bezoekbaarheid | bezoek | bezoeker | bezoek | bezocht | bezoek | bezoek | bezoek | bezoeker | bezoeker | bezoeken
Being,Relational,Relational,Intensive,was,wasness | wasfully,washeid | wasfully
Being,Relational,Relational,Intensive,was befor,N/A,N/A
Being,Relational,Relational,Intensive,was that,N/A,N/A
Being,Relational,Relational,Intensive,were,wering | werely | wered | weres | weree,wering | wasly | wod | wezen | ree
Being,Relational,Relational,Intensive,were of,N/A,N/A
Being,Relational,Relational,Intensive,went on,N/A,N/A
Being,Relational,Relational,Intensive,work as,N/A,N/A
Being,Relational,Relational,Intensive,work for,N/A,N/A
Being,Relational,Relational,Intensive,work is,N/A,N/A
Being,Relational,Relational,Circumstantial,arriv at,N/A,N/A
Being,Relational,Relational,Circumstantial,at,at,op
Being,Relational,Relational,Circumstantial,am live in,N/A,N/A
Being,Relational,Relational,Circumstantial,am at ,N/A,N/A
Being,Relational,Relational,Circumstantial,am hang around,N/A,N/A
Being,Relational,Relational,Circumstantial,are at,N/A,N/A
Being,Relational,Relational,Circumstantial,are made in,N/A,N/A
Being,Relational,Relational,Circumstantial,arriv in,N/A,N/A
Being,Relational,Relational,Circumstantial,attribut,attribute | attributeness | attributive | attributed | attributiveness | attributible | attributer | attributal | attributation | attribution | attributably | attributers | attributional | attributivity | attributing | attributted | attributable | attributives | attributively | attributs | attributionally | attributability | attributeable,atribuut | eigenschap | attributief | toegeschreven | attributiviteit | attributible | attribuut | attributal | attributatie | attributie | aanwijsbaar | attributeurs | attributie | attributiviteit | attribution | attributed | Toerekenbaar | attributieven | attributioneel | attributes | attributief | attributabiliteit | attribable
Being,Relational,Relational,Circumstantial,back,backes | backful | backative | backed | backeds | backness | backing | backe,backes | backful | backatief | ondersteund | backs | rugheid | backing | backe
Being,Relational,Relational,Circumstantial,base,baseful | basee | basees | baseness | basely | baseli | based | baseed,baseful | base | basen | basenheid | basis | baseli | gebaseerd | based
Being,Relational,Relational,Circumstantial,base on,N/A,N/A
Being,Relational,Relational,Circumstantial,befor,befors | before | befores | befored | beforer | beforeness,befors | voor | beeren | beford | voor | bevooroordeeldheid
Being,Relational,Relational,Circumstantial,beforehand,beforehande | beforehands | beforehanded,vooraf | vooraf | vooraf
Being,Relational,Relational,Circumstantial,born in,N/A,N/A
Being,Relational,Relational,Circumstantial,was born on,N/A,N/A
Being,Relational,Relational,Circumstantial,is born by,N/A,N/A
Being,Relational,Relational,Circumstantial,boost,boostings | booste | boosted | boosting,versterkers | booste | versterkt | stimuleren
Being,Relational,Relational,Circumstantial,boosted during,N/A,N/A
Being,Relational,Relational,Circumstantial,broke out,N/A,N/A
Being,Relational,Relational,Circumstantial,broken,brokennesses | brokens | brokenness | brokened,breuken | gebroken | gebrokenheid | gebroken
Being,Relational,Relational,Circumstantial,came about,N/A,N/A
Being,Relational,Relational,Circumstantial,came by,N/A,N/A
Being,Relational,Relational,Circumstantial,came from,N/A,N/A
Being,Relational,Relational,Circumstantial,come at,N/A,N/A
Being,Relational,Relational,Circumstantial,come in,N/A,N/A
Being,Relational,Relational,Circumstantial,come get,N/A,N/A
Being,Relational,Relational,Circumstantial,came on,N/A,N/A
Being,Relational,Relational,Circumstantial,come out,N/A,N/A
Being,Relational,Relational,Circumstantial,come over,N/A,N/A
Being,Relational,Relational,Circumstantial,die at,N/A,N/A
Being,Relational,Relational,Circumstantial,drawn from,N/A,N/A
Being,Relational,Relational,Circumstantial,end ,end ,einde
Being,Relational,Relational,Circumstantial,enter,enterant | enterances | enterered | entered | enterically | enterity | enteral | enterement | enterence | enterants | enterable | enterers | entere | enteric | enterred | enteritis | enterally | enterals | entering | enterics | enterability | enterely | enters | enterring | enteres | enterments | entereing | enterance | enterer | enterities | enterment,enterant | entreances | entered | ingevoerd | enterisch | enterity | enteral | enterement | enterence | enterants | enterable | entryers | entere | enterisch | entered | enteritis | enteraal | enteralen | invoeren | enterics | enterability | enterely | komt binnen | invoeren | entryes | inzendingen | entereing | enterance | enter | enterities | entry
Being,Relational,Relational,Circumstantial,expir,expir,verstrijken
Being,Relational,Relational,Circumstantial,has enter through,N/A,N/A
Being,Relational,Relational,Circumstantial,fall on,N/A,N/A
Being,Relational,Relational,Circumstantial,fill with,N/A,N/A
Being,Relational,Relational,Circumstantial,is at,N/A,N/A
Being,Relational,Relational,Circumstantial,is near,N/A,N/A
Being,Relational,Relational,Circumstantial,is out,N/A,N/A
Being,Relational,Relational,Circumstantial,in,in,in
Being,Relational,Relational,Circumstantial,is produc in,N/A,N/A
Being,Relational,Relational,Circumstantial,is seiz,N/A,N/A
Being,Relational,Relational,Circumstantial,is studi in,N/A,N/A
Being,Relational,Relational,Circumstantial,is visit by,N/A,N/A
Being,Relational,Relational,Circumstantial,get onto,N/A,N/A
Being,Relational,Relational,Circumstantial,get out,N/A,N/A
Being,Relational,Relational,Circumstantial,got out,N/A,N/A
Being,Relational,Relational,Circumstantial,gather on,N/A,N/A
Being,Relational,Relational,Circumstantial,go,go,ga
Being,Relational,Relational,Circumstantial,go and visit ,N/A,N/A
Being,Relational,Relational,Circumstantial,go over,N/A,N/A
Being,Relational,Relational,Circumstantial,go with,N/A,N/A
Being,Relational,Relational,Circumstantial,go through,N/A,N/A
Being,Relational,Relational,Circumstantial,gone,gonee | goning | goneness | gones | goned,weg | goning | weggeweest | weg | verd
Being,Relational,Relational,Circumstantial,go out,N/A,N/A
Being,Relational,Relational,Circumstantial,go outsid,N/A,N/A
Being,Relational,Relational,Circumstantial,go up,N/A,N/A
Being,Relational,Relational,Circumstantial,gone by,N/A,N/A
Being,Relational,Relational,Circumstantial,stay at,N/A,N/A
Being,Relational,Relational,Circumstantial,was at,N/A,N/A
Being,Relational,Relational,Circumstantial,were at,N/A,N/A
Being,Relational,Relational,Circumstantial,went into,N/A,N/A
Being,Relational,Relational,Circumstantial,am on ,N/A,N/A
Being,Relational,Relational,Circumstantial,are on,N/A,N/A
Being,Relational,Relational,Circumstantial,past,paste | pasting | pasted | pastings | pastness | pasteing | pasteli,plakken | plakken | geplakt | plakken | pasteit | plakken | pasteli
Being,Relational,Relational,Circumstantial,be in,N/A,N/A
Being,Relational,Relational,Circumstantial,got off,N/A,N/A
Being,Relational,Relational,Circumstantial,held in,N/A,N/A
Being,Relational,Relational,Circumstantial,is on,N/A,N/A
Being,Relational,Relational,Circumstantial,land,landes | lande | landing | landelies | landful | landness | landed,Landes | land | landing | landelies | landrijk | landheid | aangeland
Being,Relational,Relational,Circumstantial,land in,N/A,N/A
Being,Relational,Relational,Circumstantial,last,lastness | lastely | lastings | lasting | lasted | laste | lastes,lastheid | voor onbepaalde tijd | houdbaarheid | blijvend | duurde | duurt | duurt
Being,Relational,Relational,Circumstantial,lie,liessing | liesse,liegen | lies
Being,Relational,Relational,Circumstantial,lie on,N/A,N/A
Being,Relational,Relational,Circumstantial,lie in,N/A,N/A
Being,Relational,Relational,Circumstantial,live in,N/A,N/A
Being,Relational,Relational,Circumstantial,on,on,op
Being,Relational,Relational,Circumstantial,over,oversizing | oversize | overseated | overseal | oversized | overseering | overseing | oversated | oversing | overse | oversion | overseer | oversizes | oversers | overseered | overseating | overseals,oversizing | overmaat | overseated | overseal | te groot | toezicht | overspannen | oversated | oversting | overse | oversie | supervisor | oversizes | oversers | gecontroleerd | overspannen | overseals
Being,Relational,Relational,Circumstantial,pass befor,N/A,N/A
Being,Relational,Relational,Circumstantial,resid in,N/A,N/A
Being,Relational,Relational,Circumstantial,rose,roselies | roseness | rosee | rosees | roselis | roselys | rosely | roseli | rosed,rozen | rozenheid | rozen | rozen | roselis | rozen | roze | roseli | rozen
Being,Relational,Relational,Circumstantial,sit in,N/A,N/A
Being,Relational,Relational,Circumstantial,sit outsid,N/A,N/A
Being,Relational,Relational,Circumstantial,stand,standes | standing | standed | stande | standness | standding | standeing,statieven | staand | staand | stande | stand-by | standing | staand
Being,Relational,Relational,Circumstantial,stand at,N/A,N/A
Being,Relational,Relational,Circumstantial,stay,stayed | stayings | staye | staying | stayeing | stayes,bleef | verblijft | blijven | verblijf | blijven | blijven
Being,Relational,Relational,Circumstantial,stay in,N/A,N/A
Being,Relational,Relational,Circumstantial,stay after,N/A,N/A
Being,Relational,Relational,Circumstantial,surround,surrounding | surrounder | surroundings | surroundded | surrounde | surrounded | surroundered | surrounders,omgeving | surrounder | omgeving | omringd | surrounde | omringd | omringd | surrounders
Being,Relational,Relational,Circumstantial,surround by,N/A,N/A
Being,Relational,Relational,Circumstantial,wait in,N/A,N/A
Being,Relational,Relational,Circumstantial,walk in,N/A,N/A
Being,Relational,Relational,Circumstantial,walk into,N/A,N/A
Being,Relational,Relational,Circumstantial,was on,N/A,N/A
Being,Relational,Relational,Circumstantial,were on,N/A,N/A
Being,Relational,Relational,Circumstantial,walk through,N/A,N/A
Being,Relational,Relational,Circumstantial,walk toward,N/A,N/A
Being,Relational,Relational,Circumstantial,were put into,N/A,N/A
Being,Relational,Relational,Circumstantial,remain,remainned | remainings | remainants | remains | remaineing | remainers | remained | remainer | remaining | remaine | remaines | remainning,blijvende | restjes | restanten | restjes | blijven leven | overige | bleef | overblijfsel | resterende | blijven | blijven | blijven bestaan
Being,Relational,Relational,Circumstantial,with,withing | withnessed | withnessing | withness | withe | withed | withnesses | withings | withs,vacht | samensmelten | samensmelting | kracht | ij) | gepeperd | verwikkelingen | vacht | withs
Being,Relational,Relational,Circumstantial,withdrawn,withdrawne | withdrawns | withdrawnness,ingetrokken | ingetrokken | ingetrokkenheid
Being,Relational,Relational,Possessive,have ,have ,hebben
Being,Relational,Relational,Possessive,doe have,N/A,N/A
Being,Relational,Relational,Possessive,had,haddings | hads | hadding | hadded | hadness,Hadings | had | schuren | gehadd | hadness
Being,Relational,Relational,Possessive,has,has,heeft
Being,Relational,Relational,Possessive,have,havelies | havee | havely | haveli | haveness | havelis | haved | haveing,havelies | have | averechts | haveli | hebzucht | havelis | hav | having
Being,Relational,Relational,Possessive,hold,holdeing | holde | holdeness | holdness | holded | holdful | holding | holdes,vasthouden | holde | vasthoudendheid | stevigheid | aangehouden | vasthoudend | bedrijf | houvasten
Sensing,Verbal,Verbal,Verbal act,admit,admitation | admites | admitted | admite | admition | admitable | admits | admital | admitting | admitance | admiting | admited | admitably | admiters | admiter,opname | Toelatingen | toegelaten | toegeven | opname | Toelaatbaar | geeft toe | opname | Toegang | Toelating | Toegeven | Toegegeven | Toegegeven. | Toetreders | Toegangspartner
Sensing,Verbal,Verbal,Verbal act,admit that,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,admit that age,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,advis,advisable | advisement | advisal | advision | advisive | advising | advisings | adviseably | advisely | adviseableness | advised | advisible | advisering | advise | adviseability | advisals | adviser | advisability | advisibility | adviseable | advises | advisableness | advisably | adviseing,aan te raden | advies | Invitatie | Invitatie | Inspirerend | advies | Advies | adviserend | advies | adviserendheid | geadviseerd | Aanbevolen | adviseur | advies | adviserend vermogen | Aanbevelingen | adviseur | Aanlokbaarheid | AANVAARDIGHEID | adviserend | adviseert | aan te raden | Aanbevolen | advies
Sensing,Verbal,Verbal,Verbal act,answer,answered | answeres | answerred | answering | answerable | answerableness | answerism | answereing | answerered | answereable | answere | answerably | answerings | answerer | answerability,beantwoord | antwoorden | beantwoord | antwoord | verantwoordbaar | antwoordbaarheid | repliek | antwoorden | beantwoord | verantwoordbaar | antwoord | beantwoordend | antwoorden | antwoordapparaat | verantwoordbaarheid
Sensing,Verbal,Verbal,Verbal act,applaud,applaudably | applauder | applauded | applauding | applaudes | applauds | applaudings | applaude | applaudable,applausabel. | applaudisseur | geapplaudisseerd | applaudisseren | applaudisseert | applaudisseert | applaudisseren | applaudisseren | applicable
Sensing,Verbal,Verbal,Verbal act,ask,asking | askeli | aske | askes | askeds | askeing | asked | asks,vragen | askeli | aske | askes | gevraagd | askeing | gevraagd | vraagt
Sensing,Verbal,Verbal,Verbal act,ask and answer,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,ban,banned | banning | banful,verboden | verbieden | verbannen
Sensing,Verbal,Verbal,Verbal act,be said,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,be said by,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,call,called | callely | calle | calleds | calleing | calles | calling,aangeroepen | callely | calle | aangeroepen | calleing | calles | bellen
Sensing,Verbal,Verbal,Verbal act,call at,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,call for,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,chirp,chirped | chirpe | chirping | chirpings,getjirped | chirpe | tsjirpen | tjilpen
Sensing,Verbal,Verbal,Verbal act,communic,communicables | communicability | communicant | communices | communicable | communicableness | communicably | communicent,Overdraagbare stoffen | Overdraagbaarheid | Overbrengend | Mededelingen | Overdraagbaar | Overdraagbaarheid | Toereikend | communicerend
Sensing,Verbal,Verbal,Verbal act,communic with,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,convers,conversance | conversative | converse | conversants | conversive | converseness | conversives | converseing | conversibility | conversing | conversed | conversities | conversively | conversably | conversent | conversated | conversal | conversationed | conversable | conversationally | conversant | conversion | conversableness | conversability | conversate | converseable | conversible | converser | conversatives | conversating | conversationals | conversers | conversic | conversings | conversely | conversity | conversational | conversation | conversancy,conversantie | converserend | converse | conversanten | converserend | conversatie | conversatieven | converseren | converseerbaarheid | converseren | gespreksonderwerp | conversaties | converserend | converseerbaar | conversent | Geconverseerd | conversaal | Gesprekken | converseerbaar | conversatie | conversant | conversie | converseerbaarheid | converseerbaarheid | conversaat | converseerbaar | conversible | converser | conversatieven | converseren | conversaties | conversers | conversisch | Gesprekken | Omgekeerd | conversiteit | conversatie | gesprek | conversantie
Sensing,Verbal,Verbal,Verbal act,convers with,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,describ,describably | described | describer | describers | describe | describes | describeing | describing | describeable | describent | describs | describability | describable | describeds | describings | describant,beschrijfbaar | beschreven | beschrijver | beschrijvers | beschrijven | beschrijft | beschrijven | beschrijven | te beschrijven | beschrijvend | beschrijvingen | beschrijfbaarheid | beschrijfbaar | beschreven | beschrijvingen | beschreven
Sensing,Verbal,Verbal,Verbal act,discuss,discussers | discusser | discussion | discussings | discussable | discussing | discussal | discussible | discusse | discussibility | discussic | discussability | discus | discussant | discussed | discussive,discussieurs | debater | discussie | discussies | Bespreekbaar | debatteren | discussie | Bespreekbaar | bespreken | Bespreekbaarheid | discussionisch | Bespreekbaarheid | Bespreking | debattant | besproken | discussief
Sensing,Verbal,Verbal,Verbal act,discuss if,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,ensu,ensuing | ensus | ensues | ensueing | ensue | ensued,gevolgd door: | volgt | vervolgt | gevolgd door | daarna | resulterend
Sensing,Verbal,Verbal,Verbal act,ensur that,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,interview,interviewe | interviewing | interviewer | interviewes | interviewed | interviewable | interviewings,interview | interviewen | interviewer | interviews | geïnterviewd | interviewbaar | interviews
Sensing,Verbal,Verbal,Verbal act,laugh,laughed | laughing | laughe | laughes | laughful | laughings,gelach | lachen | lachen | lachen | lachwekkend | lachen
Sensing,Verbal,Verbal,Verbal act,laugh exercis,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,laughs,laughs,lacht
Sensing,Verbal,Verbal,Verbal act,laughed at,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,mention,mentioned | mentioning | mentionned | mentionable | mentioner | mentionables | mentiones | mentionate | mentionning | mentionably | mentional | mentioneds | mentione | mentionings,vermeld | vermelden | genoemd | vermeldenswaardig | aanhalingsteken | vermeldenswaardigheden | vermeldingen | vermelden | vermelding | vermeldenswaardig | verwijzing | vermeld | vermelden | vermeldingen
Sensing,Verbal,Verbal,Verbal act,mention that,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,quiet,quietings | quietting | quietness | quietted | quieted | quieting | quietely | quietes | quiete,rust | kalmering | stilte | rustig | stil | kalmeren | rustig | rustig | stil
Sensing,Verbal,Verbal,Verbal act,recit,recitated | recitable | recited | recite | recitate | recites | recitating | recital | recitement | reciter | recitator | recitements | recitational | recitatively | recitative | recits | reciting | recitators | recitants | recitability | reciteing | recitant | recition | recitent | recitation | recitings,gereciteerd | recitable | geciteerd | reciteren | reciteren | recites | reciteren | Overweging | recitatie | reciter | recitator | recitaten | recitationeel | recitatief | recitatief | recits | reciteren | recitatoren | recitanten | reciteerbaarheid | reciteren | recitant | recition | recitaat | recitatie | recitaties
Sensing,Verbal,Verbal,Verbal act,remark,remarker | remarkings | remarkably | remarkes | remarkers | remarkable | remarkible | remarkability | remarked | remarkeably | remarkables | remarkableness | remarkablely | remarkal | remarkeable | remarking | remarke,opmerking | opmerkingen | opmerkelijk | opmerkingen | opmerkingen | opmerkelijk | opmerkelijk | opmerkzaamheid | opgemerkt | opmerkelijk | opmerkelijk | opmerkelijkheid | opmerkelijk | opmerking | opmerkelijk | opmerking | opmerking
Sensing,Verbal,Verbal,Verbal act,said,saides | saids | saided | saide,saidesCity in Ontario Canada | zegt | gezegd | saide
Sensing,Verbal,Verbal,Verbal act,said are,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,said at,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,said if,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,said is,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,said like,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,said listen,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,salut,salutions | salute | salution | salutate | salutation | saluter | saluted | salutent | salutational | saluting | salutings | saluts | salutant | salutable,Salutions | saluut | salution | salutaat | salutatie | saluteur | gegroet | salitant | salutationeel | salueren | groeten | Saluts | salutant | saluteerbaar
Sensing,Verbal,Verbal,Verbal act,say come,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,say if,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,say in,N/A,N/A
Sensing,Verbal,Verbal,Verbal act,sang,sangeli | sangging | sanges | sange | sanged | sanging,sangeli | sangging | sanges | sange | gezongen | zingen
Sensing,Verbal,Verbal,Verbal act,sing,singeing | singed | singing | singelis | singe | sings | singeings,singeing | geslingerd | zingen | singelis | singe | zingen | singeings
Sensing,Verbal,Verbal,Verbal act,sung,sunge | sunged,sunde | gezongen
Sensing,Verbal,Verbal,Verbal act,say,sayes | saying | sayed | sayeds | saye | sayeing | sayeings,says | zeggen | gezegd | sayeds | saye | Sayeing | Sayeings
Sensing,Verbal,Verbal,Verbal act,scream,screamed | screaming,Geschreeuwd | schreeuwend
Sensing,Verbal,Verbal,Verbal act,shout,shoute | shouting | shouted | shoutting | shoutes,schreeuwen | schreeuwen | schreeuwde | schreeuwen | schreeuwt
Sensing,Verbal,Verbal,Verbal act,speak,speakes | speaked | speake | speaks | speaking | speakeings | speakeing,speakes | gesproken | speake | spreekt | spreken | Spreekbeurten | spreken
