word,realm,process,prosub,sub
 continuatie ,Being,Relational,Relational,Intensive
 doorgaan ,Being,Relational,Relational,Intensive
 continuou ,Being,Relational,Relational,Intensive
 Doorgaan ,Being,Relational,Relational,Intensive
 continuatie ,Being,Relational,Relational,Intensive
 continueren ,Being,Relational,Relational,Intensive
 vervolgt ,Being,Relational,Relational,Intensive
 continueert ,Being,Relational,Relational,Intensive
 continuisme ,Being,Relational,Relational,Intensive
 continu ,Being,Relational,Relational,Intensive
 continuiti ,Being,Relational,Relational,Intensive
 continu ,Being,Relational,Relational,Intensive
 continuering ,Being,Relational,Relational,Intensive
 continu ,Being,Relational,Relational,Intensive
 Voortzetting,Being,Relational,Relational,Intensive
correspondeert ,Being,Relational,Relational,Intensive
 correspondanten ,Being,Relational,Relational,Intensive
 correspondeert ,Being,Relational,Relational,Intensive
 corresponderen ,Being,Relational,Relational,Intensive
 corresponderend ,Being,Relational,Relational,Intensive
 correspondenten ,Being,Relational,Relational,Intensive
 correspondeert ,Being,Relational,Relational,Intensive
 overeenstemming ,Being,Relational,Relational,Intensive
 corresponderen ,Being,Relational,Relational,Intensive
 overeenstemmend ,Being,Relational,Relational,Intensive
 correspondeert ,Being,Relational,Relational,Intensive
 correspondent ,Being,Relational,Relational,Intensive
 correspondantie ,Being,Relational,Relational,Intensive
 correspondentie ,Being,Relational,Relational,Intensive
 corresponderen ,Being,Relational,Relational,Intensive
 corresponders ,Being,Relational,Relational,Intensive
 overeenstemmend ,Being,Relational,Relational,Intensive
 corresponders ,Being,Relational,Relational,Intensive
 corresponder,Being,Relational,Relational,Intensive
embedment ,Being,Relational,Relational,Intensive
 inbeddingen ,Being,Relational,Relational,Intensive
 inbedingen ,Being,Relational,Relational,Intensive
 embede ,Being,Relational,Relational,Intensive
 ingebed ,Being,Relational,Relational,Intensive
 inbedden ,Being,Relational,Relational,Intensive
 ingebed ,Being,Relational,Relational,Intensive
 inbedding ,Being,Relational,Relational,Intensive
 inbedbaarheid,Being,Relational,Relational,Intensive
intensifieerbaar ,Being,Relational,Relational,Intensive
 intensiveert ,Being,Relational,Relational,Intensive
 intensifier ,Being,Relational,Relational,Intensive
 intensifient ,Being,Relational,Relational,Intensive
 intensifiant ,Being,Relational,Relational,Intensive
 intensifie ,Being,Relational,Relational,Intensive
 geïntensiveerd ,Being,Relational,Relational,Intensive
 intensiveren ,Being,Relational,Relational,Intensive
 intensiveren,Being,Relational,Relational,Intensive
is,Being,Relational,Relational,Intensive
bezoek ,Being,Relational,Relational,Intensive
 bezoekbaar ,Being,Relational,Relational,Intensive
 bezocht ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezocht ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezoekje ,Being,Relational,Relational,Intensive
 bezoeker ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezoekers ,Being,Relational,Relational,Intensive
 bezoekers ,Being,Relational,Relational,Intensive
 bezoekbaarheid ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezoeker ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezocht ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezoek ,Being,Relational,Relational,Intensive
 bezoeker ,Being,Relational,Relational,Intensive
 bezoeker ,Being,Relational,Relational,Intensive
 bezoeken,Being,Relational,Relational,Intensive
washeid ,Being,Relational,Relational,Intensive
 wasfully,Being,Relational,Relational,Intensive
wering ,Being,Relational,Relational,Intensive
 wasly ,Being,Relational,Relational,Intensive
 wod ,Being,Relational,Relational,Intensive
 wezen ,Being,Relational,Relational,Intensive
 ree,Being,Relational,Relational,Intensive
op,Being,Relational,Relational,Circumstantial
atribuut ,Being,Relational,Relational,Circumstantial
 eigenschap ,Being,Relational,Relational,Circumstantial
 attributief ,Being,Relational,Relational,Circumstantial
 toegeschreven ,Being,Relational,Relational,Circumstantial
 attributiviteit ,Being,Relational,Relational,Circumstantial
 attributible ,Being,Relational,Relational,Circumstantial
 attribuut ,Being,Relational,Relational,Circumstantial
 attributal ,Being,Relational,Relational,Circumstantial
 attributatie ,Being,Relational,Relational,Circumstantial
 attributie ,Being,Relational,Relational,Circumstantial
 aanwijsbaar ,Being,Relational,Relational,Circumstantial
 attributeurs ,Being,Relational,Relational,Circumstantial
 attributie ,Being,Relational,Relational,Circumstantial
 attributiviteit ,Being,Relational,Relational,Circumstantial
 attribution ,Being,Relational,Relational,Circumstantial
 attributed ,Being,Relational,Relational,Circumstantial
 Toerekenbaar ,Being,Relational,Relational,Circumstantial
 attributieven ,Being,Relational,Relational,Circumstantial
 attributioneel ,Being,Relational,Relational,Circumstantial
 attributes ,Being,Relational,Relational,Circumstantial
 attributief ,Being,Relational,Relational,Circumstantial
 attributabiliteit ,Being,Relational,Relational,Circumstantial
 attribable,Being,Relational,Relational,Circumstantial
backes ,Being,Relational,Relational,Circumstantial
 backful ,Being,Relational,Relational,Circumstantial
 backatief ,Being,Relational,Relational,Circumstantial
 ondersteund ,Being,Relational,Relational,Circumstantial
 backs ,Being,Relational,Relational,Circumstantial
 rugheid ,Being,Relational,Relational,Circumstantial
 backing ,Being,Relational,Relational,Circumstantial
 backe,Being,Relational,Relational,Circumstantial
baseful ,Being,Relational,Relational,Circumstantial
 base ,Being,Relational,Relational,Circumstantial
 basen ,Being,Relational,Relational,Circumstantial
 basenheid ,Being,Relational,Relational,Circumstantial
 basis ,Being,Relational,Relational,Circumstantial
 baseli ,Being,Relational,Relational,Circumstantial
 gebaseerd ,Being,Relational,Relational,Circumstantial
 based,Being,Relational,Relational,Circumstantial
befors ,Being,Relational,Relational,Circumstantial
 voor ,Being,Relational,Relational,Circumstantial
 beeren ,Being,Relational,Relational,Circumstantial
 beford ,Being,Relational,Relational,Circumstantial
 voor ,Being,Relational,Relational,Circumstantial
 bevooroordeeldheid,Being,Relational,Relational,Circumstantial
vooraf ,Being,Relational,Relational,Circumstantial
 vooraf ,Being,Relational,Relational,Circumstantial
 vooraf,Being,Relational,Relational,Circumstantial
versterkers ,Being,Relational,Relational,Circumstantial
 booste ,Being,Relational,Relational,Circumstantial
 versterkt ,Being,Relational,Relational,Circumstantial
 stimuleren,Being,Relational,Relational,Circumstantial
breuken ,Being,Relational,Relational,Circumstantial
 gebroken ,Being,Relational,Relational,Circumstantial
 gebrokenheid ,Being,Relational,Relational,Circumstantial
 gebroken,Being,Relational,Relational,Circumstantial
einde,Being,Relational,Relational,Circumstantial
enterant ,Being,Relational,Relational,Circumstantial
 entreances ,Being,Relational,Relational,Circumstantial
 entered ,Being,Relational,Relational,Circumstantial
 ingevoerd ,Being,Relational,Relational,Circumstantial
 enterisch ,Being,Relational,Relational,Circumstantial
 enterity ,Being,Relational,Relational,Circumstantial
 enteral ,Being,Relational,Relational,Circumstantial
 enterement ,Being,Relational,Relational,Circumstantial
 enterence ,Being,Relational,Relational,Circumstantial
 enterants ,Being,Relational,Relational,Circumstantial
 enterable ,Being,Relational,Relational,Circumstantial
 entryers ,Being,Relational,Relational,Circumstantial
 entere ,Being,Relational,Relational,Circumstantial
 enterisch ,Being,Relational,Relational,Circumstantial
 entered ,Being,Relational,Relational,Circumstantial
 enteritis ,Being,Relational,Relational,Circumstantial
 enteraal ,Being,Relational,Relational,Circumstantial
 enteralen ,Being,Relational,Relational,Circumstantial
 invoeren ,Being,Relational,Relational,Circumstantial
 enterics ,Being,Relational,Relational,Circumstantial
 enterability ,Being,Relational,Relational,Circumstantial
 enterely ,Being,Relational,Relational,Circumstantial
 komt binnen ,Being,Relational,Relational,Circumstantial
 invoeren ,Being,Relational,Relational,Circumstantial
 entryes ,Being,Relational,Relational,Circumstantial
 inzendingen ,Being,Relational,Relational,Circumstantial
 entereing ,Being,Relational,Relational,Circumstantial
 enterance ,Being,Relational,Relational,Circumstantial
 enter ,Being,Relational,Relational,Circumstantial
 enterities ,Being,Relational,Relational,Circumstantial
 entry,Being,Relational,Relational,Circumstantial
verstrijken,Being,Relational,Relational,Circumstantial
in,Being,Relational,Relational,Circumstantial
ga,Being,Relational,Relational,Circumstantial
weg ,Being,Relational,Relational,Circumstantial
 goning ,Being,Relational,Relational,Circumstantial
 weggeweest ,Being,Relational,Relational,Circumstantial
 weg ,Being,Relational,Relational,Circumstantial
 verd,Being,Relational,Relational,Circumstantial
plakken ,Being,Relational,Relational,Circumstantial
 plakken ,Being,Relational,Relational,Circumstantial
 geplakt ,Being,Relational,Relational,Circumstantial
 plakken ,Being,Relational,Relational,Circumstantial
 pasteit ,Being,Relational,Relational,Circumstantial
 plakken ,Being,Relational,Relational,Circumstantial
 pasteli,Being,Relational,Relational,Circumstantial
Landes ,Being,Relational,Relational,Circumstantial
 land ,Being,Relational,Relational,Circumstantial
 landing ,Being,Relational,Relational,Circumstantial
 landelies ,Being,Relational,Relational,Circumstantial
 landrijk ,Being,Relational,Relational,Circumstantial
 landheid ,Being,Relational,Relational,Circumstantial
 aangeland,Being,Relational,Relational,Circumstantial
lastheid ,Being,Relational,Relational,Circumstantial
 voor onbepaalde tijd ,Being,Relational,Relational,Circumstantial
 houdbaarheid ,Being,Relational,Relational,Circumstantial
 blijvend ,Being,Relational,Relational,Circumstantial
 duurde ,Being,Relational,Relational,Circumstantial
 duurt ,Being,Relational,Relational,Circumstantial
 duurt,Being,Relational,Relational,Circumstantial
liegen ,Being,Relational,Relational,Circumstantial
 lies,Being,Relational,Relational,Circumstantial
op,Being,Relational,Relational,Circumstantial
oversizing ,Being,Relational,Relational,Circumstantial
 overmaat ,Being,Relational,Relational,Circumstantial
 overseated ,Being,Relational,Relational,Circumstantial
 overseal ,Being,Relational,Relational,Circumstantial
 te groot ,Being,Relational,Relational,Circumstantial
 toezicht ,Being,Relational,Relational,Circumstantial
 overspannen ,Being,Relational,Relational,Circumstantial
 oversated ,Being,Relational,Relational,Circumstantial
 oversting ,Being,Relational,Relational,Circumstantial
 overse ,Being,Relational,Relational,Circumstantial
 oversie ,Being,Relational,Relational,Circumstantial
 supervisor ,Being,Relational,Relational,Circumstantial
 oversizes ,Being,Relational,Relational,Circumstantial
 oversers ,Being,Relational,Relational,Circumstantial
 gecontroleerd ,Being,Relational,Relational,Circumstantial
 overspannen ,Being,Relational,Relational,Circumstantial
 overseals,Being,Relational,Relational,Circumstantial
rozen ,Being,Relational,Relational,Circumstantial
 rozenheid ,Being,Relational,Relational,Circumstantial
 rozen ,Being,Relational,Relational,Circumstantial
 rozen ,Being,Relational,Relational,Circumstantial
 roselis ,Being,Relational,Relational,Circumstantial
 rozen ,Being,Relational,Relational,Circumstantial
 roze ,Being,Relational,Relational,Circumstantial
 roseli ,Being,Relational,Relational,Circumstantial
 rozen,Being,Relational,Relational,Circumstantial
statieven ,Being,Relational,Relational,Circumstantial
 staand ,Being,Relational,Relational,Circumstantial
 staand ,Being,Relational,Relational,Circumstantial
 stande ,Being,Relational,Relational,Circumstantial
 stand-by ,Being,Relational,Relational,Circumstantial
 standing ,Being,Relational,Relational,Circumstantial
 staand,Being,Relational,Relational,Circumstantial
bleef ,Being,Relational,Relational,Circumstantial
 verblijft ,Being,Relational,Relational,Circumstantial
 blijven ,Being,Relational,Relational,Circumstantial
 verblijf ,Being,Relational,Relational,Circumstantial
 blijven ,Being,Relational,Relational,Circumstantial
 blijven,Being,Relational,Relational,Circumstantial
omgeving ,Being,Relational,Relational,Circumstantial
 surrounder ,Being,Relational,Relational,Circumstantial
 omgeving ,Being,Relational,Relational,Circumstantial
 omringd ,Being,Relational,Relational,Circumstantial
 surrounde ,Being,Relational,Relational,Circumstantial
 omringd ,Being,Relational,Relational,Circumstantial
 omringd ,Being,Relational,Relational,Circumstantial
 surrounders,Being,Relational,Relational,Circumstantial
blijvende ,Being,Relational,Relational,Circumstantial
 restjes ,Being,Relational,Relational,Circumstantial
 restanten ,Being,Relational,Relational,Circumstantial
 restjes ,Being,Relational,Relational,Circumstantial
 blijven leven ,Being,Relational,Relational,Circumstantial
 overige ,Being,Relational,Relational,Circumstantial
 bleef ,Being,Relational,Relational,Circumstantial
 overblijfsel ,Being,Relational,Relational,Circumstantial
 resterende ,Being,Relational,Relational,Circumstantial
 blijven ,Being,Relational,Relational,Circumstantial
 blijven ,Being,Relational,Relational,Circumstantial
 blijven bestaan,Being,Relational,Relational,Circumstantial
vacht ,Being,Relational,Relational,Circumstantial
 samensmelten ,Being,Relational,Relational,Circumstantial
 samensmelting ,Being,Relational,Relational,Circumstantial
 kracht ,Being,Relational,Relational,Circumstantial
 ij) ,Being,Relational,Relational,Circumstantial
 gepeperd ,Being,Relational,Relational,Circumstantial
 verwikkelingen ,Being,Relational,Relational,Circumstantial
 vacht ,Being,Relational,Relational,Circumstantial
 withs,Being,Relational,Relational,Circumstantial
ingetrokken ,Being,Relational,Relational,Circumstantial
 ingetrokken ,Being,Relational,Relational,Circumstantial
 ingetrokkenheid,Being,Relational,Relational,Circumstantial
hebben,Being,Relational,Relational,Possessive
Hadings ,Being,Relational,Relational,Possessive
 had ,Being,Relational,Relational,Possessive
 schuren ,Being,Relational,Relational,Possessive
 gehadd ,Being,Relational,Relational,Possessive
 hadness,Being,Relational,Relational,Possessive
heeft,Being,Relational,Relational,Possessive
havelies ,Being,Relational,Relational,Possessive
 have ,Being,Relational,Relational,Possessive
 averechts ,Being,Relational,Relational,Possessive
 haveli ,Being,Relational,Relational,Possessive
 hebzucht ,Being,Relational,Relational,Possessive
 havelis ,Being,Relational,Relational,Possessive
 hav ,Being,Relational,Relational,Possessive
 having,Being,Relational,Relational,Possessive
vasthouden ,Being,Relational,Relational,Possessive
 holde ,Being,Relational,Relational,Possessive
 vasthoudendheid ,Being,Relational,Relational,Possessive
 stevigheid ,Being,Relational,Relational,Possessive
 aangehouden ,Being,Relational,Relational,Possessive
 vasthoudend ,Being,Relational,Relational,Possessive
 bedrijf ,Being,Relational,Relational,Possessive
 houvasten,Being,Relational,Relational,Possessive
opname ,Sensing,Verbal,Verbal,Verbal act
 Toelatingen ,Sensing,Verbal,Verbal,Verbal act
 toegelaten ,Sensing,Verbal,Verbal,Verbal act
 toegeven ,Sensing,Verbal,Verbal,Verbal act
 opname ,Sensing,Verbal,Verbal,Verbal act
 Toelaatbaar ,Sensing,Verbal,Verbal,Verbal act
 geeft toe ,Sensing,Verbal,Verbal,Verbal act
 opname ,Sensing,Verbal,Verbal,Verbal act
 Toegang ,Sensing,Verbal,Verbal,Verbal act
 Toelating ,Sensing,Verbal,Verbal,Verbal act
 Toegeven ,Sensing,Verbal,Verbal,Verbal act
 Toegegeven ,Sensing,Verbal,Verbal,Verbal act
 Toegegeven. ,Sensing,Verbal,Verbal,Verbal act
 Toetreders ,Sensing,Verbal,Verbal,Verbal act
 Toegangspartner,Sensing,Verbal,Verbal,Verbal act
aan te raden ,Sensing,Verbal,Verbal,Verbal act
 advies ,Sensing,Verbal,Verbal,Verbal act
 Invitatie ,Sensing,Verbal,Verbal,Verbal act
 Invitatie ,Sensing,Verbal,Verbal,Verbal act
 Inspirerend ,Sensing,Verbal,Verbal,Verbal act
 advies ,Sensing,Verbal,Verbal,Verbal act
 Advies ,Sensing,Verbal,Verbal,Verbal act
 adviserend ,Sensing,Verbal,Verbal,Verbal act
 advies ,Sensing,Verbal,Verbal,Verbal act
 adviserendheid ,Sensing,Verbal,Verbal,Verbal act
 geadviseerd ,Sensing,Verbal,Verbal,Verbal act
 Aanbevolen ,Sensing,Verbal,Verbal,Verbal act
 adviseur ,Sensing,Verbal,Verbal,Verbal act
 advies ,Sensing,Verbal,Verbal,Verbal act
 adviserend vermogen ,Sensing,Verbal,Verbal,Verbal act
 Aanbevelingen ,Sensing,Verbal,Verbal,Verbal act
 adviseur ,Sensing,Verbal,Verbal,Verbal act
 Aanlokbaarheid ,Sensing,Verbal,Verbal,Verbal act
 AANVAARDIGHEID ,Sensing,Verbal,Verbal,Verbal act
 adviserend ,Sensing,Verbal,Verbal,Verbal act
 adviseert ,Sensing,Verbal,Verbal,Verbal act
 aan te raden ,Sensing,Verbal,Verbal,Verbal act
 Aanbevolen ,Sensing,Verbal,Verbal,Verbal act
 advies,Sensing,Verbal,Verbal,Verbal act
beantwoord ,Sensing,Verbal,Verbal,Verbal act
 antwoorden ,Sensing,Verbal,Verbal,Verbal act
 beantwoord ,Sensing,Verbal,Verbal,Verbal act
 antwoord ,Sensing,Verbal,Verbal,Verbal act
 verantwoordbaar ,Sensing,Verbal,Verbal,Verbal act
 antwoordbaarheid ,Sensing,Verbal,Verbal,Verbal act
 repliek ,Sensing,Verbal,Verbal,Verbal act
 antwoorden ,Sensing,Verbal,Verbal,Verbal act
 beantwoord ,Sensing,Verbal,Verbal,Verbal act
 verantwoordbaar ,Sensing,Verbal,Verbal,Verbal act
 antwoord ,Sensing,Verbal,Verbal,Verbal act
 beantwoordend ,Sensing,Verbal,Verbal,Verbal act
 antwoorden ,Sensing,Verbal,Verbal,Verbal act
 antwoordapparaat ,Sensing,Verbal,Verbal,Verbal act
 verantwoordbaarheid,Sensing,Verbal,Verbal,Verbal act
applausabel. ,Sensing,Verbal,Verbal,Verbal act
 applaudisseur ,Sensing,Verbal,Verbal,Verbal act
 geapplaudisseerd ,Sensing,Verbal,Verbal,Verbal act
 applaudisseren ,Sensing,Verbal,Verbal,Verbal act
 applaudisseert ,Sensing,Verbal,Verbal,Verbal act
 applaudisseert ,Sensing,Verbal,Verbal,Verbal act
 applaudisseren ,Sensing,Verbal,Verbal,Verbal act
 applaudisseren ,Sensing,Verbal,Verbal,Verbal act
 applicable,Sensing,Verbal,Verbal,Verbal act
vragen ,Sensing,Verbal,Verbal,Verbal act
 askeli ,Sensing,Verbal,Verbal,Verbal act
 aske ,Sensing,Verbal,Verbal,Verbal act
 askes ,Sensing,Verbal,Verbal,Verbal act
 gevraagd ,Sensing,Verbal,Verbal,Verbal act
 askeing ,Sensing,Verbal,Verbal,Verbal act
 gevraagd ,Sensing,Verbal,Verbal,Verbal act
 vraagt,Sensing,Verbal,Verbal,Verbal act
verboden ,Sensing,Verbal,Verbal,Verbal act
 verbieden ,Sensing,Verbal,Verbal,Verbal act
 verbannen,Sensing,Verbal,Verbal,Verbal act
aangeroepen ,Sensing,Verbal,Verbal,Verbal act
 callely ,Sensing,Verbal,Verbal,Verbal act
 calle ,Sensing,Verbal,Verbal,Verbal act
 aangeroepen ,Sensing,Verbal,Verbal,Verbal act
 calleing ,Sensing,Verbal,Verbal,Verbal act
 calles ,Sensing,Verbal,Verbal,Verbal act
 bellen,Sensing,Verbal,Verbal,Verbal act
getjirped ,Sensing,Verbal,Verbal,Verbal act
 chirpe ,Sensing,Verbal,Verbal,Verbal act
 tsjirpen ,Sensing,Verbal,Verbal,Verbal act
 tjilpen,Sensing,Verbal,Verbal,Verbal act
Overdraagbare stoffen ,Sensing,Verbal,Verbal,Verbal act
 Overdraagbaarheid ,Sensing,Verbal,Verbal,Verbal act
 Overbrengend ,Sensing,Verbal,Verbal,Verbal act
 Mededelingen ,Sensing,Verbal,Verbal,Verbal act
 Overdraagbaar ,Sensing,Verbal,Verbal,Verbal act
 Overdraagbaarheid ,Sensing,Verbal,Verbal,Verbal act
 Toereikend ,Sensing,Verbal,Verbal,Verbal act
 communicerend,Sensing,Verbal,Verbal,Verbal act
conversantie ,Sensing,Verbal,Verbal,Verbal act
 converserend ,Sensing,Verbal,Verbal,Verbal act
 converse ,Sensing,Verbal,Verbal,Verbal act
 conversanten ,Sensing,Verbal,Verbal,Verbal act
 converserend ,Sensing,Verbal,Verbal,Verbal act
 conversatie ,Sensing,Verbal,Verbal,Verbal act
 conversatieven ,Sensing,Verbal,Verbal,Verbal act
 converseren ,Sensing,Verbal,Verbal,Verbal act
 converseerbaarheid ,Sensing,Verbal,Verbal,Verbal act
 converseren ,Sensing,Verbal,Verbal,Verbal act
 gespreksonderwerp ,Sensing,Verbal,Verbal,Verbal act
 conversaties ,Sensing,Verbal,Verbal,Verbal act
 converserend ,Sensing,Verbal,Verbal,Verbal act
 converseerbaar ,Sensing,Verbal,Verbal,Verbal act
 conversent ,Sensing,Verbal,Verbal,Verbal act
 Geconverseerd ,Sensing,Verbal,Verbal,Verbal act
 conversaal ,Sensing,Verbal,Verbal,Verbal act
 Gesprekken ,Sensing,Verbal,Verbal,Verbal act
 converseerbaar ,Sensing,Verbal,Verbal,Verbal act
 conversatie ,Sensing,Verbal,Verbal,Verbal act
 conversant ,Sensing,Verbal,Verbal,Verbal act
 conversie ,Sensing,Verbal,Verbal,Verbal act
 converseerbaarheid ,Sensing,Verbal,Verbal,Verbal act
 converseerbaarheid ,Sensing,Verbal,Verbal,Verbal act
 conversaat ,Sensing,Verbal,Verbal,Verbal act
 converseerbaar ,Sensing,Verbal,Verbal,Verbal act
 conversible ,Sensing,Verbal,Verbal,Verbal act
 converser ,Sensing,Verbal,Verbal,Verbal act
 conversatieven ,Sensing,Verbal,Verbal,Verbal act
 converseren ,Sensing,Verbal,Verbal,Verbal act
 conversaties ,Sensing,Verbal,Verbal,Verbal act
 conversers ,Sensing,Verbal,Verbal,Verbal act
 conversisch ,Sensing,Verbal,Verbal,Verbal act
 Gesprekken ,Sensing,Verbal,Verbal,Verbal act
 Omgekeerd ,Sensing,Verbal,Verbal,Verbal act
 conversiteit ,Sensing,Verbal,Verbal,Verbal act
 conversatie ,Sensing,Verbal,Verbal,Verbal act
 gesprek ,Sensing,Verbal,Verbal,Verbal act
 conversantie,Sensing,Verbal,Verbal,Verbal act
beschrijfbaar ,Sensing,Verbal,Verbal,Verbal act
 beschreven ,Sensing,Verbal,Verbal,Verbal act
 beschrijver ,Sensing,Verbal,Verbal,Verbal act
 beschrijvers ,Sensing,Verbal,Verbal,Verbal act
 beschrijven ,Sensing,Verbal,Verbal,Verbal act
 beschrijft ,Sensing,Verbal,Verbal,Verbal act
 beschrijven ,Sensing,Verbal,Verbal,Verbal act
 beschrijven ,Sensing,Verbal,Verbal,Verbal act
 te beschrijven ,Sensing,Verbal,Verbal,Verbal act
 beschrijvend ,Sensing,Verbal,Verbal,Verbal act
 beschrijvingen ,Sensing,Verbal,Verbal,Verbal act
 beschrijfbaarheid ,Sensing,Verbal,Verbal,Verbal act
 beschrijfbaar ,Sensing,Verbal,Verbal,Verbal act
 beschreven ,Sensing,Verbal,Verbal,Verbal act
 beschrijvingen ,Sensing,Verbal,Verbal,Verbal act
 beschreven,Sensing,Verbal,Verbal,Verbal act
discussieurs ,Sensing,Verbal,Verbal,Verbal act
 debater ,Sensing,Verbal,Verbal,Verbal act
 discussie ,Sensing,Verbal,Verbal,Verbal act
 discussies ,Sensing,Verbal,Verbal,Verbal act
 Bespreekbaar ,Sensing,Verbal,Verbal,Verbal act
 debatteren ,Sensing,Verbal,Verbal,Verbal act
 discussie ,Sensing,Verbal,Verbal,Verbal act
 Bespreekbaar ,Sensing,Verbal,Verbal,Verbal act
 bespreken ,Sensing,Verbal,Verbal,Verbal act
 Bespreekbaarheid ,Sensing,Verbal,Verbal,Verbal act
 discussionisch ,Sensing,Verbal,Verbal,Verbal act
 Bespreekbaarheid ,Sensing,Verbal,Verbal,Verbal act
 Bespreking ,Sensing,Verbal,Verbal,Verbal act
 debattant ,Sensing,Verbal,Verbal,Verbal act
 besproken ,Sensing,Verbal,Verbal,Verbal act
 discussief,Sensing,Verbal,Verbal,Verbal act
gevolgd door: ,Sensing,Verbal,Verbal,Verbal act
 volgt ,Sensing,Verbal,Verbal,Verbal act
 vervolgt ,Sensing,Verbal,Verbal,Verbal act
 gevolgd door ,Sensing,Verbal,Verbal,Verbal act
 daarna ,Sensing,Verbal,Verbal,Verbal act
 resulterend,Sensing,Verbal,Verbal,Verbal act
interview ,Sensing,Verbal,Verbal,Verbal act
 interviewen ,Sensing,Verbal,Verbal,Verbal act
 interviewer ,Sensing,Verbal,Verbal,Verbal act
 interviews ,Sensing,Verbal,Verbal,Verbal act
 geïnterviewd ,Sensing,Verbal,Verbal,Verbal act
 interviewbaar ,Sensing,Verbal,Verbal,Verbal act
 interviews,Sensing,Verbal,Verbal,Verbal act
gelach ,Sensing,Verbal,Verbal,Verbal act
 lachen ,Sensing,Verbal,Verbal,Verbal act
 lachen ,Sensing,Verbal,Verbal,Verbal act
 lachen ,Sensing,Verbal,Verbal,Verbal act
 lachwekkend ,Sensing,Verbal,Verbal,Verbal act
 lachen,Sensing,Verbal,Verbal,Verbal act
lacht,Sensing,Verbal,Verbal,Verbal act
vermeld ,Sensing,Verbal,Verbal,Verbal act
 vermelden ,Sensing,Verbal,Verbal,Verbal act
 genoemd ,Sensing,Verbal,Verbal,Verbal act
 vermeldenswaardig ,Sensing,Verbal,Verbal,Verbal act
 aanhalingsteken ,Sensing,Verbal,Verbal,Verbal act
 vermeldenswaardigheden ,Sensing,Verbal,Verbal,Verbal act
 vermeldingen ,Sensing,Verbal,Verbal,Verbal act
 vermelden ,Sensing,Verbal,Verbal,Verbal act
 vermelding ,Sensing,Verbal,Verbal,Verbal act
 vermeldenswaardig ,Sensing,Verbal,Verbal,Verbal act
 verwijzing ,Sensing,Verbal,Verbal,Verbal act
 vermeld ,Sensing,Verbal,Verbal,Verbal act
 vermelden ,Sensing,Verbal,Verbal,Verbal act
 vermeldingen,Sensing,Verbal,Verbal,Verbal act
rust ,Sensing,Verbal,Verbal,Verbal act
 kalmering ,Sensing,Verbal,Verbal,Verbal act
 stilte ,Sensing,Verbal,Verbal,Verbal act
 rustig ,Sensing,Verbal,Verbal,Verbal act
 stil ,Sensing,Verbal,Verbal,Verbal act
 kalmeren ,Sensing,Verbal,Verbal,Verbal act
 rustig ,Sensing,Verbal,Verbal,Verbal act
 rustig ,Sensing,Verbal,Verbal,Verbal act
 stil,Sensing,Verbal,Verbal,Verbal act
gereciteerd ,Sensing,Verbal,Verbal,Verbal act
 recitable ,Sensing,Verbal,Verbal,Verbal act
 geciteerd ,Sensing,Verbal,Verbal,Verbal act
 reciteren ,Sensing,Verbal,Verbal,Verbal act
 reciteren ,Sensing,Verbal,Verbal,Verbal act
 recites ,Sensing,Verbal,Verbal,Verbal act
 reciteren ,Sensing,Verbal,Verbal,Verbal act
 Overweging ,Sensing,Verbal,Verbal,Verbal act
 recitatie ,Sensing,Verbal,Verbal,Verbal act
 reciter ,Sensing,Verbal,Verbal,Verbal act
 recitator ,Sensing,Verbal,Verbal,Verbal act
 recitaten ,Sensing,Verbal,Verbal,Verbal act
 recitationeel ,Sensing,Verbal,Verbal,Verbal act
 recitatief ,Sensing,Verbal,Verbal,Verbal act
 recitatief ,Sensing,Verbal,Verbal,Verbal act
 recits ,Sensing,Verbal,Verbal,Verbal act
 reciteren ,Sensing,Verbal,Verbal,Verbal act
 recitatoren ,Sensing,Verbal,Verbal,Verbal act
 recitanten ,Sensing,Verbal,Verbal,Verbal act
 reciteerbaarheid ,Sensing,Verbal,Verbal,Verbal act
 reciteren ,Sensing,Verbal,Verbal,Verbal act
 recitant ,Sensing,Verbal,Verbal,Verbal act
 recition ,Sensing,Verbal,Verbal,Verbal act
 recitaat ,Sensing,Verbal,Verbal,Verbal act
 recitatie ,Sensing,Verbal,Verbal,Verbal act
 recitaties,Sensing,Verbal,Verbal,Verbal act
opmerking ,Sensing,Verbal,Verbal,Verbal act
 opmerkingen ,Sensing,Verbal,Verbal,Verbal act
 opmerkelijk ,Sensing,Verbal,Verbal,Verbal act
 opmerkingen ,Sensing,Verbal,Verbal,Verbal act
 opmerkingen ,Sensing,Verbal,Verbal,Verbal act
 opmerkelijk ,Sensing,Verbal,Verbal,Verbal act
 opmerkelijk ,Sensing,Verbal,Verbal,Verbal act
