word,realm,process,prosub,sub
 travele ,Doing,Material,Material,Creative
 travelator ,Doing,Material,Material,Creative
 traveled ,Doing,Material,Material,Creative
 travelable ,Doing,Material,Material,Creative
 travellable ,Doing,Material,Material,Creative
 travellator ,Doing,Material,Material,Creative
 traveling ,Doing,Material,Material,Creative
 traveles ,Doing,Material,Material,Creative
 travell ,Doing,Material,Material,Creative
 travells ,Doing,Material,Material,Creative
 travelability ,Doing,Material,Material,Creative
 travelles ,Doing,Material,Material,Creative
 traveler ,Doing,Material,Material,Creative
 travelling ,Doing,Material,Material,Creative
 travellators ,Doing,Material,Material,Creative
 travelators ,Doing,Material,Material,Creative
 travelle,Doing,Material,Material,Creative
transference ,Doing,Material,Material,Creative
 transferent ,Doing,Material,Material,Creative
 transferment ,Doing,Material,Material,Creative
 transferer ,Doing,Material,Material,Creative
 transfering ,Doing,Material,Material,Creative
 transferables ,Doing,Material,Material,Creative
 transferal ,Doing,Material,Material,Creative
 transferes ,Doing,Material,Material,Creative
 transferability ,Doing,Material,Material,Creative
 transferible ,Doing,Material,Material,Creative
 transferibles ,Doing,Material,Material,Creative
 transferant ,Doing,Material,Material,Creative
 transferableness ,Doing,Material,Material,Creative
 transferable ,Doing,Material,Material,Creative
 transferring ,Doing,Material,Material,Creative
 transfered ,Doing,Material,Material,Creative
 transferals ,Doing,Material,Material,Creative
 transferably ,Doing,Material,Material,Creative
 transferred ,Doing,Material,Material,Creative
 transferation ,Doing,Material,Material,Creative
 transferrings ,Doing,Material,Material,Creative
 transferance ,Doing,Material,Material,Creative
 transfere,Doing,Material,Material,Creative
trashing ,Doing,Material,Material,Creative
 trashe ,Doing,Material,Material,Creative
 trashed ,Doing,Material,Material,Creative
 trashings,Doing,Material,Material,Creative
try ,Doing,Material,Material,Creative
 trieds ,Doing,Material,Material,Creative
 triing ,Doing,Material,Material,Creative
 trying ,Doing,Material,Material,Creative
 tryed ,Doing,Material,Material,Creative
 tris ,Doing,Material,Material,Creative
 tried ,Doing,Material,Material,Creative
 tryings,Doing,Material,Material,Creative
treated ,Doing,Material,Material,Creative
 treate ,Doing,Material,Material,Creative
 treatings ,Doing,Material,Material,Creative
 treateing ,Doing,Material,Material,Creative
 treatting ,Doing,Material,Material,Creative
 treating ,Doing,Material,Material,Creative
 treatted ,Doing,Material,Material,Creative
 treates,Doing,Material,Material,Creative
turnes ,Doing,Material,Material,Creative
 turne ,Doing,Material,Material,Creative
 turneing ,Doing,Material,Material,Creative
 turnned ,Doing,Material,Material,Creative
 turnning ,Doing,Material,Material,Creative
 turned ,Doing,Material,Material,Creative
 turning,Doing,Material,Material,Creative
transformal ,Doing,Material,Material,Creative
 transformativeness ,Doing,Material,Material,Creative
 transformator ,Doing,Material,Material,Creative
 transformability ,Doing,Material,Material,Creative
 transformational ,Doing,Material,Material,Creative
 transformou ,Doing,Material,Material,Creative
 transformatives ,Doing,Material,Material,Creative
 transformism ,Doing,Material,Material,Creative
 transformings ,Doing,Material,Material,Creative
 transformation ,Doing,Material,Material,Creative
 transforming ,Doing,Material,Material,Creative
 transformativity ,Doing,Material,Material,Creative
 transformed ,Doing,Material,Material,Creative
 transformators ,Doing,Material,Material,Creative
 transformity ,Doing,Material,Material,Creative
 transformable ,Doing,Material,Material,Creative
 transformationally ,Doing,Material,Material,Creative
 transformative ,Doing,Material,Material,Creative
 transformance ,Doing,Material,Material,Creative
 transformant ,Doing,Material,Material,Creative
 transformables ,Doing,Material,Material,Creative
 transforme ,Doing,Material,Material,Creative
 transformating ,Doing,Material,Material,Creative
 transformes ,Doing,Material,Material,Creative
 transformated ,Doing,Material,Material,Creative
 transformities ,Doing,Material,Material,Creative
 transformer ,Doing,Material,Material,Creative
 transformances ,Doing,Material,Material,Creative
 transformatively ,Doing,Material,Material,Creative
 transforms ,Doing,Material,Material,Creative
 transformants ,Doing,Material,Material,Creative
 transformate,Doing,Material,Material,Creative
unlockings ,Doing,Material,Material,Creative
 unlocke ,Doing,Material,Material,Creative
 unlockable ,Doing,Material,Material,Creative
 unlocker ,Doing,Material,Material,Creative
 unlocking ,Doing,Material,Material,Creative
 unlockers ,Doing,Material,Material,Creative
 unlocked ,Doing,Material,Material,Creative
 unlocks,Doing,Material,Material,Creative
uniter ,Doing,Material,Material,Creative
 uniteds ,Doing,Material,Material,Creative
 unital ,Doing,Material,Material,Creative
 united ,Doing,Material,Material,Creative
 unitions ,Doing,Material,Material,Creative
 unitizers ,Doing,Material,Material,Creative
 unites ,Doing,Material,Material,Creative
 unitivity ,Doing,Material,Material,Creative
 unitizing ,Doing,Material,Material,Creative
 unitive ,Doing,Material,Material,Creative
 unitizes ,Doing,Material,Material,Creative
 uniteers ,Doing,Material,Material,Creative
 unitate ,Doing,Material,Material,Creative
 unitizer ,Doing,Material,Material,Creative
 uniteing ,Doing,Material,Material,Creative
 unitized ,Doing,Material,Material,Creative
 unitness ,Doing,Material,Material,Creative
 unitative ,Doing,Material,Material,Creative
 unitation ,Doing,Material,Material,Creative
 unitication ,Doing,Material,Material,Creative
 unition ,Doing,Material,Material,Creative
 unitiveness ,Doing,Material,Material,Creative
 unitize ,Doing,Material,Material,Creative
 uniters ,Doing,Material,Material,Creative
 unite ,Doing,Material,Material,Creative
 unitted ,Doing,Material,Material,Creative
 unitization ,Doing,Material,Material,Creative
 unitism ,Doing,Material,Material,Creative
 unitates ,Doing,Material,Material,Creative
 unitable ,Doing,Material,Material,Creative
 unitively ,Doing,Material,Material,Creative
 uniting,Doing,Material,Material,Creative
upgradations ,Doing,Material,Material,Creative
 upgrading ,Doing,Material,Material,Creative
 upgradeability ,Doing,Material,Material,Creative
 upgradation ,Doing,Material,Material,Creative
 upgraders ,Doing,Material,Material,Creative
 upgradeable ,Doing,Material,Material,Creative
 upgrader ,Doing,Material,Material,Creative
 upgradable ,Doing,Material,Material,Creative
 upgrade ,Doing,Material,Material,Creative
 upgradings ,Doing,Material,Material,Creative
 upgradability ,Doing,Material,Material,Creative
 upgraded,Doing,Material,Material,Creative
useli ,Doing,Material,Material,Creative
 used ,Doing,Material,Material,Creative
 useds ,Doing,Material,Material,Creative
 usefulness ,Doing,Material,Material,Creative
 usefully ,Doing,Material,Material,Creative
 us ,Doing,Material,Material,Creative
 useed ,Doing,Material,Material,Creative
 uselis ,Doing,Material,Material,Creative
 useful ,Doing,Material,Material,Creative
 useness ,Doing,Material,Material,Creative
 usees ,Doing,Material,Material,Creative
 using ,Doing,Material,Material,Creative
 usely ,Doing,Material,Material,Creative
 useing ,Doing,Material,Material,Creative
 usee ,Doing,Material,Material,Creative
 usefuls,Doing,Material,Material,Creative
vaccinator ,Doing,Material,Material,Creative
 vaccinant ,Doing,Material,Material,Creative
 vaccinic ,Doing,Material,Material,Creative
 vaccinates ,Doing,Material,Material,Creative
 vaccinated ,Doing,Material,Material,Creative
 vacciner ,Doing,Material,Material,Creative
 vaccins ,Doing,Material,Material,Creative
 vaccinate ,Doing,Material,Material,Creative
 vaccinating ,Doing,Material,Material,Creative
 vaccine ,Doing,Material,Material,Creative
 vaccined ,Doing,Material,Material,Creative
 vaccinal ,Doing,Material,Material,Creative
 vaccination,Doing,Material,Material,Creative
violatable ,Doing,Material,Material,Creative
 violate ,Doing,Material,Material,Creative
 violated ,Doing,Material,Material,Creative
 violation ,Doing,Material,Material,Creative
 violaters ,Doing,Material,Material,Creative
 violates ,Doing,Material,Material,Creative
 violater ,Doing,Material,Material,Creative
 violating ,Doing,Material,Material,Creative
 violational ,Doing,Material,Material,Creative
 violator,Doing,Material,Material,Creative
wandering ,Doing,Material,Material,Creative
 wanderer ,Doing,Material,Material,Creative
 wanderful ,Doing,Material,Material,Creative
 wandere ,Doing,Material,Material,Creative
 wanders ,Doing,Material,Material,Creative
 wandered,Doing,Material,Material,Creative
warmely ,Doing,Material,Material,Creative
 warmness ,Doing,Material,Material,Creative
 warms ,Doing,Material,Material,Creative
 warmes ,Doing,Material,Material,Creative
 warme ,Doing,Material,Material,Creative
 warmed ,Doing,Material,Material,Creative
 warmful ,Doing,Material,Material,Creative
 warming,Doing,Material,Material,Creative
washing ,Doing,Material,Material,Creative
 washe ,Doing,Material,Material,Creative
 washed,Doing,Material,Material,Creative
wente ,Doing,Material,Material,Creative
 wenting ,Doing,Material,Material,Creative
 wented ,Doing,Material,Material,Creative
 wents ,Doing,Material,Material,Creative
 wentes,Doing,Material,Material,Creative
wiped ,Doing,Material,Material,Creative
 wipeing,Doing,Material,Material,Creative
workfulness ,Doing,Material,Material,Creative
 workness ,Doing,Material,Material,Creative
 workes ,Doing,Material,Material,Creative
 working ,Doing,Material,Material,Creative
 workful ,Doing,Material,Material,Creative
 worke ,Doing,Material,Material,Creative
 workking ,Doing,Material,Material,Creative
 worked ,Doing,Material,Material,Creative
 workeing,Doing,Material,Material,Creative
writted ,Doing,Material,Material,Creative
 writtings ,Doing,Material,Material,Creative
 writative ,Doing,Material,Material,Creative
 writting,Doing,Material,Material,Creative
writing ,Doing,Material,Material,Creative
 writee ,Doing,Material,Material,Creative
 writed ,Doing,Material,Material,Creative
 writeings ,Doing,Material,Material,Creative
 writely ,Doing,Material,Material,Creative
 writes ,Doing,Material,Material,Creative
 writeli ,Doing,Material,Material,Creative
 writees ,Doing,Material,Material,Creative
 writeing,Doing,Material,Material,Creative
writtene ,Doing,Material,Material,Creative
 writtens ,Doing,Material,Material,Creative
 writtenness,Doing,Material,Material,Creative
wroted ,Doing,Material,Material,Creative
 wrotes,Doing,Material,Material,Creative
ateed ,Doing,Behavioral,Behavioral,Physiological
 ateful ,Doing,Behavioral,Behavioral,Physiological
 ateness ,Doing,Behavioral,Behavioral,Physiological
 atefully ,Doing,Behavioral,Behavioral,Physiological
 atees ,Doing,Behavioral,Behavioral,Physiological
 ated ,Doing,Behavioral,Behavioral,Physiological
 atee ,Doing,Behavioral,Behavioral,Physiological
 ately ,Doing,Behavioral,Behavioral,Physiological
 ateli ,Doing,Behavioral,Behavioral,Physiological
 ateing,Doing,Behavioral,Behavioral,Physiological
awakener ,Doing,Behavioral,Behavioral,Physiological
 awakening ,Doing,Behavioral,Behavioral,Physiological
 awakeners ,Doing,Behavioral,Behavioral,Physiological
 awakened ,Doing,Behavioral,Behavioral,Physiological
 awakens ,Doing,Behavioral,Behavioral,Physiological
 awakenment ,Doing,Behavioral,Behavioral,Physiological
 awakenable ,Doing,Behavioral,Behavioral,Physiological
 awakenness,Doing,Behavioral,Behavioral,Physiological
awoke ,Doing,Behavioral,Behavioral,Physiological
 awoked,Doing,Behavioral,Behavioral,Physiological
awaitting ,Doing,Behavioral,Behavioral,Physiological
 awaited ,Doing,Behavioral,Behavioral,Physiological
 awaite ,Doing,Behavioral,Behavioral,Physiological
 awaiter ,Doing,Behavioral,Behavioral,Physiological
 awaiting ,Doing,Behavioral,Behavioral,Physiological
 awaitings ,Doing,Behavioral,Behavioral,Physiological
 awaiters ,Doing,Behavioral,Behavioral,Physiological
 awaites ,Doing,Behavioral,Behavioral,Physiological
 awaits,Doing,Behavioral,Behavioral,Physiological
behavings ,Doing,Behavioral,Behavioral,Physiological
 behavers ,Doing,Behavioral,Behavioral,Physiological
 behaver ,Doing,Behavioral,Behavioral,Physiological
 behaving ,Doing,Behavioral,Behavioral,Physiological
 behave ,Doing,Behavioral,Behavioral,Physiological
 behaveing ,Doing,Behavioral,Behavioral,Physiological
 behaves ,Doing,Behavioral,Behavioral,Physiological
 behavic ,Doing,Behavioral,Behavioral,Physiological
 behaved,Doing,Behavioral,Behavioral,Physiological
bleeds ,Doing,Behavioral,Behavioral,Physiological
 bleeded ,Doing,Behavioral,Behavioral,Physiological
 bleeding ,Doing,Behavioral,Behavioral,Physiological
 bleedes ,Doing,Behavioral,Behavioral,Physiological
 bleede,Doing,Behavioral,Behavioral,Physiological
bornness ,Doing,Behavioral,Behavioral,Physiological
 borne ,Doing,Behavioral,Behavioral,Physiological
 bornings ,Doing,Behavioral,Behavioral,Physiological
 borning ,Doing,Behavioral,Behavioral,Physiological
 bornes ,Doing,Behavioral,Behavioral,Physiological
 borned,Doing,Behavioral,Behavioral,Physiological
bowsed ,Doing,Behavioral,Behavioral,Physiological
 bowsing ,Doing,Behavioral,Behavioral,Physiological
 bowse,Doing,Behavioral,Behavioral,Physiological
breathfuls ,Doing,Behavioral,Behavioral,Physiological
 breathing ,Doing,Behavioral,Behavioral,Physiological
 breathful ,Doing,Behavioral,Behavioral,Physiological
 breathed ,Doing,Behavioral,Behavioral,Physiological
 breathness ,Doing,Behavioral,Behavioral,Physiological
 breathe ,Doing,Behavioral,Behavioral,Physiological
 breathes,Doing,Behavioral,Behavioral,Physiological
breathe,Doing,Behavioral,Behavioral,Physiological
burpe ,Doing,Behavioral,Behavioral,Physiological
 burped ,Doing,Behavioral,Behavioral,Physiological
 burping,Doing,Behavioral,Behavioral,Physiological
chillness ,Doing,Behavioral,Behavioral,Physiological
 chilles ,Doing,Behavioral,Behavioral,Physiological
 chille ,Doing,Behavioral,Behavioral,Physiological
 chilling ,Doing,Behavioral,Behavioral,Physiological
 chilled,Doing,Behavioral,Behavioral,Physiological
climbes ,Doing,Behavioral,Behavioral,Physiological
 climbing ,Doing,Behavioral,Behavioral,Physiological
 climbed ,Doing,Behavioral,Behavioral,Physiological
 climbe,Doing,Behavioral,Behavioral,Physiological
coughes ,Doing,Behavioral,Behavioral,Physiological
 coughe ,Doing,Behavioral,Behavioral,Physiological
 coughed ,Doing,Behavioral,Behavioral,Physiological
 coughing,Doing,Behavioral,Behavioral,Physiological
coughing,Doing,Behavioral,Behavioral,Physiological
crackes ,Doing,Behavioral,Behavioral,Physiological
 cracke ,Doing,Behavioral,Behavioral,Physiological
 cracking ,Doing,Behavioral,Behavioral,Physiological
 cracked,Doing,Behavioral,Behavioral,Physiological
crumbly ,Doing,Behavioral,Behavioral,Physiological
 crumbled ,Doing,Behavioral,Behavioral,Physiological
 crumbles ,Doing,Behavioral,Behavioral,Physiological
 crumblies ,Doing,Behavioral,Behavioral,Physiological
 crumbling ,Doing,Behavioral,Behavioral,Physiological
 crumblings ,Doing,Behavioral,Behavioral,Physiological
 crumble,Doing,Behavioral,Behavioral,Physiological
dancs ,Doing,Behavioral,Behavioral,Physiological
 dance ,Doing,Behavioral,Behavioral,Physiological
 dancing ,Doing,Behavioral,Behavioral,Physiological
 danced ,Doing,Behavioral,Behavioral,Physiological
 danceing,Doing,Behavioral,Behavioral,Physiological
dieing ,Doing,Behavioral,Behavioral,Physiological
 died ,Doing,Behavioral,Behavioral,Physiological
 dieds ,Doing,Behavioral,Behavioral,Physiological
 dy ,Doing,Behavioral,Behavioral,Physiological
 dying,Doing,Behavioral,Behavioral,Physiological
dranked ,Doing,Behavioral,Behavioral,Physiological
 dranking ,Doing,Behavioral,Behavioral,Physiological
 dranks ,Doing,Behavioral,Behavioral,Physiological
 dranke,Doing,Behavioral,Behavioral,Physiological
drinked ,Doing,Behavioral,Behavioral,Physiological
 drinking ,Doing,Behavioral,Behavioral,Physiological
 drinkes ,Doing,Behavioral,Behavioral,Physiological
 drinke ,Doing,Behavioral,Behavioral,Physiological
 drinkeing,Doing,Behavioral,Behavioral,Physiological
eateing ,Doing,Behavioral,Behavioral,Physiological
 eated ,Doing,Behavioral,Behavioral,Physiological
 eates ,Doing,Behavioral,Behavioral,Physiological
 eatting ,Doing,Behavioral,Behavioral,Physiological
 eating ,Doing,Behavioral,Behavioral,Physiological
 eats ,Doing,Behavioral,Behavioral,Physiological
 eate ,Doing,Behavioral,Behavioral,Physiological
 eatness,Doing,Behavioral,Behavioral,Physiological
exhaust,Doing,Behavioral,Behavioral,Physiological
expos,Doing,Behavioral,Behavioral,Physiological
fainting ,Doing,Behavioral,Behavioral,Physiological
 faintness ,Doing,Behavioral,Behavioral,Physiological
 fainted ,Doing,Behavioral,Behavioral,Physiological
 faintes ,Doing,Behavioral,Behavioral,Physiological
 faintings ,Doing,Behavioral,Behavioral,Physiological
 fainte,Doing,Behavioral,Behavioral,Physiological
falles ,Doing,Behavioral,Behavioral,Physiological
 fallness ,Doing,Behavioral,Behavioral,Physiological
 falling ,Doing,Behavioral,Behavioral,Physiological
 falleness ,Doing,Behavioral,Behavioral,Physiological
 falled ,Doing,Behavioral,Behavioral,Physiological
 falle ,Doing,Behavioral,Behavioral,Physiological
 fallings,Doing,Behavioral,Behavioral,Physiological
farted ,Doing,Behavioral,Behavioral,Physiological
 fartes ,Doing,Behavioral,Behavioral,Physiological
 farte ,Doing,Behavioral,Behavioral,Physiological
 farting,Doing,Behavioral,Behavioral,Physiological
fedding ,Doing,Behavioral,Behavioral,Physiological
 fedness,Doing,Behavioral,Behavioral,Physiological
fellings ,Doing,Behavioral,Behavioral,Physiological
 felling ,Doing,Behavioral,Behavioral,Physiological
 fellness ,Doing,Behavioral,Behavioral,Physiological
 fellely ,Doing,Behavioral,Behavioral,Physiological
 felle ,Doing,Behavioral,Behavioral,Physiological
 felles ,Doing,Behavioral,Behavioral,Physiological
 felled,Doing,Behavioral,Behavioral,Physiological
flourishment ,Doing,Behavioral,Behavioral,Physiological
 flourishe ,Doing,Behavioral,Behavioral,Physiological
 flourishings ,Doing,Behavioral,Behavioral,Physiological
 flourisher ,Doing,Behavioral,Behavioral,Physiological
 flourished ,Doing,Behavioral,Behavioral,Physiological
 flourishers ,Doing,Behavioral,Behavioral,Physiological
 flourishing,Doing,Behavioral,Behavioral,Physiological
fuckin,Doing,Behavioral,Behavioral,Physiological
hugged ,Doing,Behavioral,Behavioral,Physiological
 hugging,Doing,Behavioral,Behavioral,Physiological
livelies ,Doing,Behavioral,Behavioral,Physiological
 livee ,Doing,Behavioral,Behavioral,Physiological
 liveli ,Doing,Behavioral,Behavioral,Physiological
 living ,Doing,Behavioral,Behavioral,Physiological
 livelys ,Doing,Behavioral,Behavioral,Physiological
 lively ,Doing,Behavioral,Behavioral,Physiological
 liveings ,Doing,Behavioral,Behavioral,Physiological
 liveness ,Doing,Behavioral,Behavioral,Physiological
 life ,Doing,Behavioral,Behavioral,Physiological
 liveed ,Doing,Behavioral,Behavioral,Physiological
 lived ,Doing,Behavioral,Behavioral,Physiological
 liveing,Doing,Behavioral,Behavioral,Physiological
peesness ,Doing,Behavioral,Behavioral,Physiological
 peesed ,Doing,Behavioral,Behavioral,Physiological
 peese,Doing,Behavioral,Behavioral,Physiological
pishes ,Doing,Behavioral,Behavioral,Physiological
 pishness ,Doing,Behavioral,Behavioral,Physiological
 pishing ,Doing,Behavioral,Behavioral,Physiological
 pished ,Doing,Behavioral,Behavioral,Physiological
 pishe,Doing,Behavioral,Behavioral,Physiological
posesssed ,Doing,Behavioral,Behavioral,Physiological
 posesssions ,Doing,Behavioral,Behavioral,Physiological
 posesssion ,Doing,Behavioral,Behavioral,Physiological
 posesssing,Doing,Behavioral,Behavioral,Physiological
posedness,Doing,Behavioral,Behavioral,Physiological
ranned ,Doing,Behavioral,Behavioral,Physiological
 ranning ,Doing,Behavioral,Behavioral,Physiological
 rans,Doing,Behavioral,Behavioral,Physiological
running ,Doing,Behavioral,Behavioral,Physiological
 runned,Doing,Behavioral,Behavioral,Physiological
recoverings ,Doing,Behavioral,Behavioral,Physiological
 recove ,Doing,Behavioral,Behavioral,Physiological
 recovering ,Doing,Behavioral,Behavioral,Physiological
 recoved ,Doing,Behavioral,Behavioral,Physiological
 recover ,Doing,Behavioral,Behavioral,Physiological
 recoving ,Doing,Behavioral,Behavioral,Physiological
 recovable ,Doing,Behavioral,Behavioral,Physiological
 recovation ,Doing,Behavioral,Behavioral,Physiological
 recovers ,Doing,Behavioral,Behavioral,Physiological
 recovered,Doing,Behavioral,Behavioral,Physiological
relax,Doing,Behavioral,Behavioral,Physiological
shitting ,Doing,Behavioral,Behavioral,Physiological
 shitful ,Doing,Behavioral,Behavioral,Physiological
 shitted,Doing,Behavioral,Behavioral,Physiological
shiteing ,Doing,Behavioral,Behavioral,Physiological
 shited,Doing,Behavioral,Behavioral,Physiological
smilee ,Doing,Behavioral,Behavioral,Physiological
 smileing ,Doing,Behavioral,Behavioral,Physiological
 smileful ,Doing,Behavioral,Behavioral,Physiological
 smiled,Doing,Behavioral,Behavioral,Physiological
sneezing ,Doing,Behavioral,Behavioral,Physiological
 sneeze ,Doing,Behavioral,Behavioral,Physiological
 sneezed,Doing,Behavioral,Behavioral,Physiological
sneezed,Doing,Behavioral,Behavioral,Physiological
shuttered ,Doing,Behavioral,Behavioral,Physiological
 shuttering ,Doing,Behavioral,Behavioral,Physiological
 shutterings,Doing,Behavioral,Behavioral,Physiological
sitting ,Doing,Behavioral,Behavioral,Physiological
 sits ,Doing,Behavioral,Behavioral,Physiological
 sitted ,Doing,Behavioral,Behavioral,Physiological
 sitness,Doing,Behavioral,Behavioral,Physiological
slepte,Doing,Behavioral,Behavioral,Physiological
sleeped ,Doing,Behavioral,Behavioral,Physiological
 sleepful ,Doing,Behavioral,Behavioral,Physiological
 sleepe ,Doing,Behavioral,Behavioral,Physiological
 sleepes ,Doing,Behavioral,Behavioral,Physiological
 sleeping ,Doing,Behavioral,Behavioral,Physiological
 sleepfulness ,Doing,Behavioral,Behavioral,Physiological
 sleepness,Doing,Behavioral,Behavioral,Physiological
squeezed ,Doing,Behavioral,Behavioral,Physiological
 squeezing ,Doing,Behavioral,Behavioral,Physiological
 squeeze,Doing,Behavioral,Behavioral,Physiological
squeake ,Doing,Behavioral,Behavioral,Physiological
 squeaked ,Doing,Behavioral,Behavioral,Physiological
 squeaking ,Doing,Behavioral,Behavioral,Physiological
 squeakings,Doing,Behavioral,Behavioral,Physiological
stoneing ,Doing,Behavioral,Behavioral,Physiological
 stonee ,Doing,Behavioral,Behavioral,Physiological
 stonely ,Doing,Behavioral,Behavioral,Physiological
 stoneness ,Doing,Behavioral,Behavioral,Physiological
 stoned,Doing,Behavioral,Behavioral,Physiological
stumbled,Doing,Behavioral,Behavioral,Physiological
sucking ,Doing,Behavioral,Behavioral,Physiological
 suckes ,Doing,Behavioral,Behavioral,Physiological
 sucked ,Doing,Behavioral,Behavioral,Physiological
 sucke,Doing,Behavioral,Behavioral,Physiological
survivalism ,Doing,Behavioral,Behavioral,Physiological
 survivality ,Doing,Behavioral,Behavioral,Physiological
 survivably ,Doing,Behavioral,Behavioral,Physiological
 survived ,Doing,Behavioral,Behavioral,Physiological
 survivent ,Doing,Behavioral,Behavioral,Physiological
 survive ,Doing,Behavioral,Behavioral,Physiological
 survives ,Doing,Behavioral,Behavioral,Physiological
 survivance ,Doing,Behavioral,Behavioral,Physiological
 surviveing ,Doing,Behavioral,Behavioral,Physiological
 surviveability ,Doing,Behavioral,Behavioral,Physiological
 survivant ,Doing,Behavioral,Behavioral,Physiological
 survival ,Doing,Behavioral,Behavioral,Physiological
 survivalisms ,Doing,Behavioral,Behavioral,Physiological
 survivable ,Doing,Behavioral,Behavioral,Physiological
 surviving ,Doing,Behavioral,Behavioral,Physiological
 survivally ,Doing,Behavioral,Behavioral,Physiological
 survivances ,Doing,Behavioral,Behavioral,Physiological
 survivancy ,Doing,Behavioral,Behavioral,Physiological
 survivabilities ,Doing,Behavioral,Behavioral,Physiological
 surviver ,Doing,Behavioral,Behavioral,Physiological
 survivability ,Doing,Behavioral,Behavioral,Physiological
 survivants ,Doing,Behavioral,Behavioral,Physiological
 survivers,Doing,Behavioral,Behavioral,Physiological
sweatful ,Doing,Behavioral,Behavioral,Physiological
 sweating ,Doing,Behavioral,Behavioral,Physiological
 sweate ,Doing,Behavioral,Behavioral,Physiological
 sweatness ,Doing,Behavioral,Behavioral,Physiological
 sweates ,Doing,Behavioral,Behavioral,Physiological
 sweated,Doing,Behavioral,Behavioral,Physiological
swimming ,Doing,Behavioral,Behavioral,Physiological
 swimmed,Doing,Behavioral,Behavioral,Physiological
tastfully ,Doing,Behavioral,Behavioral,Physiological
 tastful ,Doing,Behavioral,Behavioral,Physiological
 tasting ,Doing,Behavioral,Behavioral,Physiological
 tasted ,Doing,Behavioral,Behavioral,Physiological
 tastely ,Doing,Behavioral,Behavioral,Physiological
 tastefully ,Doing,Behavioral,Behavioral,Physiological
 tasteing ,Doing,Behavioral,Behavioral,Physiological
 taste ,Doing,Behavioral,Behavioral,Physiological
 tasteful ,Doing,Behavioral,Behavioral,Physiological
 tastefulness ,Doing,Behavioral,Behavioral,Physiological
 tasts,Doing,Behavioral,Behavioral,Physiological
yearne ,Doing,Behavioral,Behavioral,Physiological
 yearned ,Doing,Behavioral,Behavioral,Physiological
 yearnful ,Doing,Behavioral,Behavioral,Physiological
 yearns ,Doing,Behavioral,Behavioral,Physiological
 yearning ,Doing,Behavioral,Behavioral,Physiological
 yearnfully,Doing,Behavioral,Behavioral,Physiological
walke ,Doing,Behavioral,Behavioral,Physiological
 walkeing ,Doing,Behavioral,Behavioral,Physiological
 walkely ,Doing,Behavioral,Behavioral,Physiological
 walked ,Doing,Behavioral,Behavioral,Physiological
 walking ,Doing,Behavioral,Behavioral,Physiological
 walkes,Doing,Behavioral,Behavioral,Physiological
waked ,Doing,Behavioral,Behavioral,Physiological
 wakely ,Doing,Behavioral,Behavioral,Physiological
 wakefulness ,Doing,Behavioral,Behavioral,Physiological
 wakelys ,Doing,Behavioral,Behavioral,Physiological
 wakefully ,Doing,Behavioral,Behavioral,Physiological
 wakee ,Doing,Behavioral,Behavioral,Physiological
 wakeness ,Doing,Behavioral,Behavioral,Physiological
 wakeing ,Doing,Behavioral,Behavioral,Physiological
 wakeful,Doing,Behavioral,Behavioral,Physiological
woked ,Doing,Behavioral,Behavioral,Physiological
 wokings ,Doing,Behavioral,Behavioral,Physiological
 woking ,Doing,Behavioral,Behavioral,Physiological
 wokes,Doing,Behavioral,Behavioral,Physiological
wokened,Doing,Behavioral,Behavioral,Physiological
dancee,Doing,Behavioral,Behavioral,Bodily postures
shaked ,Doing,Behavioral,Behavioral,Bodily postures
 shakee ,Doing,Behavioral,Behavioral,Bodily postures
 shakely ,Doing,Behavioral,Behavioral,Bodily postures
 shakeing,Doing,Behavioral,Behavioral,Bodily postures
spitful ,Doing,Behavioral,Behavioral,Bodily postures
 spitted ,Doing,Behavioral,Behavioral,Bodily postures
 spitting,Doing,Behavioral,Behavioral,Bodily postures
stenching ,Doing,Behavioral,Behavioral,Bodily postures
 stenched ,Doing,Behavioral,Behavioral,Bodily postures
 stenche ,Doing,Behavioral,Behavioral,Bodily postures
 stenchful,Doing,Behavioral,Behavioral,Bodily postures
stepping ,Doing,Behavioral,Behavioral,Bodily postures
 steppings ,Doing,Behavioral,Behavioral,Bodily postures
 stepness ,Doing,Behavioral,Behavioral,Bodily postures
 stepped,Doing,Behavioral,Behavioral,Bodily postures
stoods ,Doing,Behavioral,Behavioral,Bodily postures
 stoode ,Doing,Behavioral,Behavioral,Bodily postures
 stooded,Doing,Behavioral,Behavioral,Bodily postures
wetness ,Doing,Behavioral,Behavioral,Bodily postures
 wetting ,Doing,Behavioral,Behavioral,Bodily postures
 wetted,Doing,Behavioral,Behavioral,Bodily postures
vegetant ,Doing,Behavioral,Behavioral,Bodily postures
 vegete ,Doing,Behavioral,Behavioral,Bodily postures
 vegetated ,Doing,Behavioral,Behavioral,Bodily postures
 vegetion ,Doing,Behavioral,Behavioral,Bodily postures
 vegetized ,Doing,Behavioral,Behavioral,Bodily postures
 vegetableness ,Doing,Behavioral,Behavioral,Bodily postures
 vegetatives ,Doing,Behavioral,Behavioral,Bodily postures
 vegetives ,Doing,Behavioral,Behavioral,Bodily postures
 vegetation ,Doing,Behavioral,Behavioral,Bodily postures
 vegetative ,Doing,Behavioral,Behavioral,Bodily postures
 vegetive ,Doing,Behavioral,Behavioral,Bodily postures
 vegetals ,Doing,Behavioral,Behavioral,Bodily postures
 vegetalized ,Doing,Behavioral,Behavioral,Bodily postures
